排名,专业名称,专业层次,专业类别,开设院校,人气值,MBTI,壹心理
1,商务经济学,本科,经济学类,开设院校,404235,ISTJ/INTP,研究型
2,电气工程与智能控制,本科,电气类,开设院校,240714,INTJ/ISTP,研究型
4,中医学,专科（高职）,临床医学类,开设院校,236077,INTJ/ISFJ/ESFJ,研究型
5,临床医学,本科,临床医学类,开设院校,223112,INTJ/ISFJ/ESFJ,研究型
6,航空航天工程,本科,航空航天类,开设院校,144508,ISTP/INTP,
7,口腔医学,专科（高职）,临床医学类,开设院校,143980,INTJ/ISFJ/ESFJ,研究型
8,电气工程及其自动化,本科,电气类,开设院校,124301,INTJ/ISTP,研究型
9,护理学,本科,护理学类,开设院校,119583,ISFJ,社会型
10,机械设计制造及其自动化,本科,机械类,开设院校,118268,ISTP,
11,土木工程,本科,土木类,开设院校,94482,ISTJ/INTP,研究型
12,工商管理,本科,工商管理类,开设院校,77658,ISFJ/ISTP/ESFJ,管理型
13,医学影像学,本科,临床医学类,开设院校,72647,INTJ/ISFJ/ESFJ,研究型
14,基础医学,本科,基础医学类,开设院校,60734,ESTP/INFJ,艺术型
15,建筑学,本科,建筑类,开设院校,60363,INTP/ISTJ,现实型
16,财政学,本科,财政学类,开设院校,59507,INTJ,研究型
17,心理咨询,专科（高职）,健康管理与促进类,开设院校,58125,INFP/INFJ/ENFJ,现实型、研究型、社会型
18,口腔医学,本科,口腔医学类,开设院校,58043,ISFP,现实型
19,市场营销,本科,工商管理类,开设院校,57655,ISFJ/ISTP/ESFJ,管理型
20,中医学,本科,中医学类,开设院校,56602,ESFJ/ISFJ,研究型
21,麻醉学,本科,临床医学类,开设院校,56144,INTJ/ISFJ/ESFJ,研究型
22,哲学,本科,哲学类,开设院校,53233,INFJ,社会型
23,城市轨道交通工程技术,专科（高职）,城市轨道交通类,开设院校,52165,INTP,现实型
24,金融工程,本科,金融学类,开设院校,50002,INTJ/ENTJ,研究型、现实型
25,医学营养,专科（高职）,健康管理与促进类,开设院校,49149,ESFJ/ISFJ,研究型
26,资源与环境经济学,本科,经济学类,开设院校,47358,ISTJ/INTP,研究型
27,工程造价,本科,管理科学与工程类,开设院校,40975,ENTJ/INTP,管理型
28,工程造价,专科（高职）,建设工程管理类,开设院校,40619,ENTJ/INTP/ISTJ,管理型
29,车辆工程,本科,机械类,开设院校,36425,ISTP,
30,世界语,本科,外国语言文学类,开设院校,35015,ESTP/INFJ,艺术型
31,行政管理,专科（高职）,公共管理类,开设院校,34923,ENTJ/ISFJ,管理型
32,自动化,本科,自动化类,开设院校,34918,ISTP,
33,药学,本科,药学类,开设院校,33834,INTJ/ISFJ,研究型
34,艺术设计学,本科,设计学类,开设院校,33742,INFJ/INTF,艺术型
35,计算机科学与技术,本科,计算机类,开设院校,30604,INTP/INTJ,研究型
36,考古学,本科,历史学类,开设院校,28988,INFJ,社会型
37,小学教育,本科,教育学类,开设院校,28799,ENFP/ENFJ,社会型
38,英语,本科,外国语言文学类,开设院校,27239,ESTP/INFJ,艺术型
39,心理学,本科,心理学类,开设院校,26621,INFJ/INFP,现实型、研究型
40,软件工程,本科,计算机类,开设院校,26413,INTP/INTJ,研究型
41,汉语言文学,本科,中国语言文学类,开设院校,26214,ESTP,艺术型
42,数学与应用数学,本科,数学类,开设院校,26166,INTJ,研究型
43,工程管理,本科,管理科学与工程类,开设院校,25913,ENTJ/INTP,管理型
44,审计学,本科,工商管理类,开设院校,25825,ISFJ/ISTP/ESFJ,管理型
45,护理,专科（高职）,护理类,开设院校,25698,INTJ/ISFJ,社会型
46,电子信息工程,本科,电子信息类,开设院校,25584,ISTP/INTP,
47,信息与计算科学,本科,数学类,开设院校,25387,INTJ,研究型
48,学前教育,本科,教育学类,开设院校,24520,ENFP/ENFJ,社会型
49,会计学,本科,工商管理类,开设院校,24512,ISFJ/ISTP/ESFJ,管理型
50,应用心理学,本科,心理学类,开设院校,24486,INFJ/INFP,现实型、研究型
51,物理学,本科,物理学类,开设院校,24263,ISTP/INTP,
52,历史学,本科,历史学类,开设院校,24066,INFJ,社会型
53,机械工程,本科,机械类,开设院校,23920,ISTP,
54,电子商务,本科,电子商务类,开设院校,23785,ENTJ,常规型
55,逻辑学,本科,哲学类,开设院校,23712,INFJ,社会型
56,通信工程,本科,电子信息类,开设院校,23688,ISTP/INTP,
57,生物科学,本科,生物科学类,开设院校,23676,INTJ,研究型
58,国民经济管理,本科,经济学类,开设院校,23660,ISTJ/INTP,研究型、管理型
59,物联网工程,本科,计算机类,开设院校,23463,INTP/INTJ,研究型
60,经济与金融,本科,金融学类,开设院校,23452,ISTJ/INTP,研究型
61,微机电系统工程,本科,机械类,开设院校,23423,ISTP,
62,日语,本科,外国语言文学类,开设院校,23348,ESTP/INFJ,艺术型
63,化学,本科,化学类,开设院校,23331,ISTP/INTJ,
64,计算机应用技术,专科（高职）,计算机类,开设院校,23307,INTP/INTJ,研究型
65,人力资源管理,本科,工商管理类,开设院校,23285,ISFJ/ISTP/ESFJ,管理型
66,新闻学,本科,新闻传播学类,开设院校,23275,ESFP/ENFP,艺术型
67,网络与新媒体,本科,新闻传播学类,开设院校,23094,ESFP/ENFP,艺术型
68,金融数学,本科,金融学类,开设院校,23030,ISTJ/INTP,研究型
69,工业设计,专科（高职）,机械设计制造类,开设院校,22944,ISTP,
70,生物技术,本科,生物科学类,开设院校,22899,INTJ,研究型
71,财务管理,本科,工商管理类,开设院校,22794,ISFJ/ISTP/ESFJ,管理型
72,翻译,本科,外国语言文学类,开设院校,22724,ESTP/INFJ,艺术型
73,地理科学,本科,地理科学类,开设院校,22704,INTJ/ENTJ,研究型、现实型
74,信息管理与信息系统,本科,管理科学与工程类,开设院校,22629,INTP/ISFJ,管理型
75,建筑设计,专科（高职）,建筑设计类,开设院校,22527,INTP/ISFP,现实型
76,物联网应用技术,专科（高职）,电子信息类,开设院校,22525,ISTP/INTP,
77,网络工程,本科,计算机类,开设院校,22518,INTP/INTJ,研究型
78,商务英语,本科,外国语言文学类,开设院校,22496,ESTP/INFJ,艺术型
79,汉语国际教育,本科,中国语言文学类,开设院校,22477,ESTP,艺术型
80,中西医临床医学,本科,中西医结合类,开设院校,22471,INTJ/ISFJ/ESFJ,研究型
81,法语,本科,外国语言文学类,开设院校,22379,ESTP/INFJ,艺术型
82,旅游管理,本科,旅游管理类,开设院校,22364,ESFP/ESTP,管理型
83,会计,专科（高职）,财务会计类,开设院校,22340,ISTJ,常规型
84,能源经济,本科,经济学类,开设院校,22314,ISTJ/INTP,研究型
85,电子信息科学与技术,本科,电子信息类,开设院校,22306,ISTP/INTP,
86,物流管理,本科,物流管理与工程类,开设院校,22298,ESTP,管理型
87,广播电视学,本科,新闻传播学类,开设院校,22247,ESFP/ENFP,艺术型
88,人文地理与城乡规划,本科,地理科学类,开设院校,22244,INTJ/ENTJ,研究型、现实型
89,视觉传达设计,本科,设计学类,开设院校,22240,ISFJ/ISFP,艺术型
90,汉语言,本科,中国语言文学类,开设院校,22231,ESTP,艺术型
91,计算机网络技术,专科（高职）,计算机类,开设院校,22219,INTP/INTJ,研究型
92,应用统计学,本科,统计学类,开设院校,22217,INTJ,研究型
93,电子与计算机工程,本科,计算机类,开设院校,22183,INTP/INTJ,研究型
94,特殊教育,本科,教育学类,开设院校,22089,ENFP/ENFJ,社会型
95,传播学,本科,新闻传播学类,开设院校,22088,ESFP/ENFP,艺术型
96,文物与博物馆学,本科,历史学类,开设院校,22088,INFJ,社会型
97,汽车改装技术,专科（高职）,汽车制造类,开设院校,22056,ISTP,
98,行政管理,本科,公共管理类,开设院校,22040,ENTJ/ISFJ,管理型
99,地理信息科学,本科,地理科学类,开设院校,22035,INTJ/ENTJ,研究型、现实型
100,环境工程,本科,环境科学与工程类,开设院校,21981,INTJ/ENTJ,研究型、现实型
101,自然地理与资源环境,本科,地理科学类,开设院校,21938,INTJ/ENTJ,研究型、现实型
102,俄语,本科,外国语言文学类,开设院校,21935,ESTP/INFJ,艺术型
103,环境设计,本科,设计学类,开设院校,21895,ISFJ/ISFP,艺术型
104,生物工程,本科,生物工程类,开设院校,21880,INTJ,研究型
105,新能源科学与工程,本科,能源动力类,开设院校,21854,INTP/INTJ,研究型
106,能源与动力工程,本科,能源动力类,开设院校,21853,INTP/INTJ,研究型
107,小学教育,专科（高职）,教育类,开设院校,21828,ENFP/ENFJ,社会型
108,编辑出版学,本科,新闻传播学类,开设院校,21825,ESFP/ENFP,艺术型
109,工业设计,本科,机械类,开设院校,21824,ISTP,
110,管理科学,本科,管理科学与工程类,开设院校,21797,INTP/ISFJ,管理型
111,播音与主持艺术,本科,戏剧与影视学类,开设院校,21786,ENFP/ESFP,艺术型
112,世界史,本科,历史学类,开设院校,21754,INFJ,社会型
113,眼视光医学,本科,临床医学类,开设院校,21733,INTJ/ISFJ/ESFJ,研究型
114,材料化学,本科,材料类,开设院校,21715,ISTP/INTJ,
115,建筑工程技术,专科（高职）,土建施工类,开设院校,21703,ISTJ/INTP,研究型
116,酒店管理,本科,旅游管理类,开设院校,21699,ESFP/ESTP,管理型
117,城乡规划,本科,建筑类,开设院校,21674,INTP/ISTJ,现实型
118,秘书学,本科,中国语言文学类,开设院校,21664,ESTP,艺术型
119,社会体育指导与管理,本科,体育学类,开设院校,21661,ISTP,
120,信息工程,本科,电子信息类,开设院校,21633,ISTP/INTP,
121,医学检验技术,本科,医学技术类,开设院校,21604,ESFJ/ISFJ,研究型
122,古典文献学,本科,中国语言文学类,开设院校,21592,ESTP,艺术型
123,文化产业管理,本科,工商管理类,开设院校,21541,ISFJ/ISTP/ESFJ,管理型
124,微电子科学与工程,本科,电子信息类,开设院校,21508,ISTP/INTP,
125,建筑环境与能源应用工程,本科,土木类,开设院校,21485,ISTJ/INTP,研究型
126,公共事业管理,本科,公共管理类,开设院校,21480,ENTJ/ISFJ,管理型
127,光电信息科学与工程,本科,电子信息类,开设院校,21475,ISTP/INTP,
128,智能电网信息工程,本科,电气类,开设院校,21469,INTJ/ISTP,研究型
129,建筑室内设计,专科（高职）,建筑设计类,开设院校,21462,INTP/ISFP,现实型
130,服装与服饰设计,本科,设计学类,开设院校,21457,ISFJ/ISFP,艺术型
131,政治学、经济学与哲学,本科,政治学类,开设院校,21446,ISFJ/INTJ/ENTJ,社会型
132,轨道交通信号与控制,本科,自动化类,开设院校,21445,ISTP,
133,铁道机车,专科（高职）,铁道运输类,开设院校,21430,ISTP,
134,产品设计,本科,设计学类,开设院校,21423,ISFJ/ISFP,艺术型
135,高分子材料与工程,本科,材料类,开设院校,21421,ISTP/INTJ,
136,医学影像技术,本科,医学技术类,开设院校,21415,ESFJ/ISFJ,研究型
137,口腔医学技术,本科,医学技术类,开设院校,21384,ESFJ/ISFJ,研究型
138,生物制药,本科,生物工程类,开设院校,21382,INTJ,研究型
140,影视摄影与制作,本科,戏剧与影视学类,开设院校,21371,ENFP/ESFP,艺术型
139,材料物理,本科,材料类,开设院校,21371,ISTP/INTJ,
141,金融管理,专科（高职）,金融类,开设院校,21369,ISTJ/INTP,研究型、管理型
142,机电一体化技术,专科（高职）,自动化类,开设院校,21352,ISTP,
143,数字媒体应用技术,专科（高职）,计算机类,开设院校,21352,INTP/INTJ,研究型
144,投资学,本科,金融学类,开设院校,21346,ISTJ/INTP,研究型
145,动漫制作技术,专科（高职）,计算机类,开设院校,21342,INTP/INTJ,研究型
146,动漫设计,专科（高职）,艺术设计类,开设院校,21325,ISFP,艺术型
147,集成电路设计与集成系统,本科,电子信息类,开设院校,21321,ISTP/INTP,
148,食品卫生与营养学,本科,公共卫生与预防医学类,开设院校,21314,ISFJ/ISFP,研究型、社会型
149,新能源汽车技术,专科（高职）,汽车制造类,开设院校,21311,ISTP,
150,环境科学,本科,环境科学与工程类,开设院校,21304,INTJ/ENTJ,研究型、现实型
151,武术与民族传统体育,本科,体育学类,开设院校,21283,ISTP,
152,纳米材料与技术,本科,材料类,开设院校,21227,ISTP/INTJ,
153,视觉传播设计与制作,专科（高职）,艺术设计类,开设院校,21222,ISFP,艺术型
154,药品生物技术,专科（高职）,生物技术类,开设院校,21221,INTJ,研究型
155,运动康复,本科,体育学类,开设院校,21219,ISTP,
156,新能源材料与器件,本科,材料类,开设院校,21217,ISTP/INTJ,
157,艺术史论,本科,艺术学理论类,开设院校,21171,ISFP,艺术型
158,僧伽罗语,本科,外国语言文学类,开设院校,21170,ESTP/INFJ,艺术型
159,智能终端技术与应用,专科（高职）,电子信息类,开设院校,21168,ISTP/INTP,
160,语文教育,专科（高职）,教育类,开设院校,21163,ENFP/ENFJ,社会型
161,房地产开发与管理,本科,管理科学与工程类,开设院校,21157,ENTJ/INTP,管理型
162,希伯来语,本科,外国语言文学类,开设院校,21155,ESTP/INFJ,艺术型
163,播音与主持,专科（高职）,广播影视类,开设院校,21155,INFJ/ISFP/ESFP,艺术型
164,临床药学,本科,药学类,开设院校,21150,INTJ/ISFJ,研究型
165,网络新闻与传播,专科（高职）,新闻出版类,开设院校,21136,ESFP/ENFP,艺术型
166,海洋资源与环境,本科,海洋科学类,开设院校,21125,INTJ/ISTJ/ESFJ/ENFP,研究型、现实型
167,机械工艺技术,本科,机械类,开设院校,21115,ISTP,
168,拉丁语,本科,外国语言文学类,开设院校,21114,ESTP/INFJ,艺术型
169,数字媒体艺术设计,专科（高职）,艺术设计类,开设院校,21104,ISFP,艺术型
170,舞蹈表演,本科,音乐与舞蹈学类,开设院校,21095,ESFP/ESTP,艺术型
171,希腊语,本科,外国语言文学类,开设院校,21091,ESTP/INFJ,艺术型
172,祖鲁语,本科,外国语言文学类,开设院校,21088,ESTP/INFJ,艺术型
173,电子商务技术,专科（高职）,计算机类,开设院校,21086,INTP/INTJ,研究型
174,斯洛文尼亚语,本科,外国语言文学类,开设院校,21081,ESTP/INFJ,艺术型
175,古生物学,本科,地质学类,开设院校,21081,INTJ,研究型
176,立陶宛语,本科,外国语言文学类,开设院校,21080,ESTP/INFJ,艺术型
177,风景园林设计,专科（高职）,建筑设计类,开设院校,21079,INTP/ISFP,现实型
178,斯洛伐克语,本科,外国语言文学类,开设院校,21078,ESTP/INFJ,艺术型
179,特警,专科（高职）,公安管理类,开设院校,21077,ESTP/ISFJ,现实型
180,哈萨克语,本科,外国语言文学类,开设院校,21076,ESTP/INFJ,艺术型
181,拉脱维亚语,本科,外国语言文学类,开设院校,21071,ESTP/INFJ,艺术型
182,爱沙尼亚语,本科,外国语言文学类,开设院校,21069,ESTP/INFJ,艺术型
183,乌兹别克语,本科,外国语言文学类,开设院校,21068,ESTP/INFJ,艺术型
184,爱尔兰语,本科,外国语言文学类,开设院校,21067,ESTP/INFJ,艺术型
185,马耳他语,本科,外国语言文学类,开设院校,21067,ESTP/INFJ,艺术型
186,早期教育,专科（高职）,教育类,开设院校,21063,ENFP/ENFJ,社会型
188,数字出版,本科,新闻传播学类,开设院校,21059,ESFP/ENFP,艺术型
187,云计算技术与应用,专科（高职）,计算机类,开设院校,21059,INTP/INTJ,研究型
189,外国语言与外国历史,本科,历史学类,开设院校,21054,INFJ,社会型
190,艺术与科技,本科,设计学类,开设院校,21050,ISFJ/ISFP,艺术型
191,高速铁路客运乘务,专科（高职）,铁道运输类,开设院校,21049,ISTP,
192,休闲体育,本科,体育学类,开设院校,21046,ISTP,
194,中药学,专科（高职）,药学类,开设院校,21042,INTJ/ISFJ,研究型
193,信息安全与管理,专科（高职）,计算机类,开设院校,21042,INTP/INTJ,研究型、管理型
195,电影学,本科,戏剧与影视学类,开设院校,21035,ENFP/ESFP,艺术型
196,土木工程检测技术,专科（高职）,土建施工类,开设院校,21026,ISTJ/INTP,研究型
197,城乡规划,专科（高职）,城乡规划与管理类,开设院校,21022,ISFP/ISFJ/ISTJ,管理型、研究型
198,空中乘务,专科（高职）,航空运输类,开设院校,21018,ISTP/INTP,
199,网络安全与执法,本科,公安技术类,开设院校,21018,ISFJ/INTP/ESTP,管理型
200,能源化学工程,本科,化工与制药类,开设院校,21015,INTJ,研究型
201,会展经济与管理,本科,旅游管理类,开设院校,21009,ESFP/ESTP,管理型
202,环境生态工程,本科,环境科学与工程类,开设院校,21007,INTJ/ENTJ,研究型、现实型
203,工艺美术,本科,设计学类,开设院校,21004,ISFJ/ISFP,艺术型
204,国土资源调查与管理,专科（高职）,资源勘查类,开设院校,21002,ISTP,
205,工业机器人技术,专科（高职）,自动化类,开设院校,21001,ISTP,
206,室内艺术设计,专科（高职）,艺术设计类,开设院校,21001,ISFP,艺术型
207,保密管理,本科,管理科学与工程类,开设院校,20983,ENTJ/INTP,管理型
208,海关管理,本科,公共管理类,开设院校,20982,ENTJ/ISFJ,管理型
209,警务指挥与战术,本科,公安学类,开设院校,20980,ESTP/ISFJ,现实型
210,功能材料,本科,材料类,开设院校,20980,ISTP/INTJ,
211,化工生物技术,专科（高职）,生物技术类,开设院校,20973,INTJ,研究型
212,影视编导,专科（高职）,广播影视类,开设院校,20971,INFJ/ISFP/ESFP,艺术型
213,建设工程管理,专科（高职）,建设工程管理类,开设院校,20956,ENTJ/INTP/ISTJ,管理型
214,畜牧兽医,专科（高职）,畜牧业类,开设院校,20955,INTJ/ESFJ,研究型
215,食品质量与安全,专科（高职）,食品工业类,开设院校,20952,ESFJ/ESTP,研究型
216,体育经济与管理,本科,工商管理类,开设院校,20943,ISFJ/ISTP/ESFJ,管理型
217,戏剧影视导演,本科,戏剧与影视学类,开设院校,20940,ENFP/ESFP,艺术型
218,图文信息处理,专科（高职）,新闻出版类,开设院校,20932,ESFP/ENFP,艺术型
219,物联网工程技术,专科（高职）,通信类,开设院校,20930,INTP/ENTJ,研究型
220,交通管理,本科,公共管理类,开设院校,20929,ENTJ/ISFJ,管理型
221,刑事科学技术,专科（高职）,公安技术类,开设院校,20927,ISFJ/INTP/ESTP,研究型
222,汽车智能技术,专科（高职）,电子信息类,开设院校,20926,ISTP/INTP,
223,涉外警务,本科,公安学类,开设院校,20924,ESTP/ISFJ,现实型
224,古建筑工程技术,专科（高职）,建筑设计类,开设院校,20923,INTP/ISFP,现实型
225,现代殡葬技术与管理,专科（高职）,公共服务类,开设院校,20923,ENTP,管理型
226,服装与服饰设计,专科（高职）,艺术设计类,开设院校,20919,ISFP,艺术型
227,医学实验技术,本科,医学技术类,开设院校,20917,ESFJ/ISFJ,研究型
228,药物化学,本科,药学类,开设院校,20916,INTJ/ISFJ,研究型
229,汽车检测与维修技术,专科（高职）,汽车制造类,开设院校,20908,ISTP,
230,移动应用开发,专科（高职）,计算机类,开设院校,20897,INTP/INTJ,研究型
231,电子封装技术,本科,电子信息类,开设院校,20895,ISTP/INTP,
232,森林保护,本科,林学类,开设院校,20892,ISFJ,现实型
233,食品营养与检测,专科（高职）,食品工业类,开设院校,20888,ESFJ/ESTP,研究型
234,交通设备与控制工程,本科,交通运输类,开设院校,20887,ISTJ/ISTP/INTP,
235,智能控制技术,专科（高职）,自动化类,开设院校,20886,ISTP,
236,软件与信息服务,专科（高职）,计算机类,开设院校,20883,INTP/INTJ,研究型
237,无人机应用技术,专科（高职）,航空装备类,开设院校,20882,ISTP/INTP,
238,法律事务,专科（高职）,法律实务类,开设院校,20882,INTJ/ESTP,社会型
239,计算机系统与维护,专科（高职）,计算机类,开设院校,20881,INTP/INTJ,研究型
240,卫生检验与检疫,本科,医学技术类,开设院校,20880,ESFJ/ISFJ,研究型
241,服装设计与工艺,专科（高职）,纺织服装类,开设院校,20880,ISTP/ESFP,
242,水声工程,本科,电子信息类,开设院校,20880,ISTP/INTP,
244,卫生监督,本科,公共卫生与预防医学类,开设院校,20877,ISFJ/ISFP,管理型
243,审计,专科（高职）,财务会计类,开设院校,20877,ISTJ,常规型
246,互联网金融,专科（高职）,金融类,开设院校,20876,ISTJ/INTP,研究型
247,广播影视节目制作,专科（高职）,广播影视类,开设院校,20876,INFJ/ISFP/ESFP,艺术型
245,宠物养护与驯导,专科（高职）,畜牧业类,开设院校,20876,INTJ/ESFJ,研究型
248,城市轨道交通车辆技术,专科（高职）,城市轨道交通类,开设院校,20875,INTP,现实型
249,现代农业技术,专科（高职）,农业类,开设院校,20872,INTJ/ISTP/ESFP,现实型、研究型
250,国内安全保卫,本科,公安学类,开设院校,20868,ESTP/ISFJ,现实型
251,医学美容技术,专科（高职）,医学技术类,开设院校,20867,ESFJ/ISFJ,研究型
253,铁道信号自动控制,专科（高职）,铁道运输类,开设院校,20865,ISTP,
254,铁路物流管理,专科（高职）,铁道运输类,开设院校,20865,ISTP,
252,水文与水资源工程,专科（高职）,水文水资源类,开设院校,20865,ESFJ/ISTJ,现实型
255,海洋工程与技术,本科,海洋工程类,开设院校,20863,INTJ/ISTJ/ESFJ/ENFP,研究型、现实型
256,传播与策划,专科（高职）,广播影视类,开设院校,20862,INFJ/ISFP/ESFP,艺术型
257,环境监测与控制技术,专科（高职）,环境保护类,开设院校,20861,INTJ/ENTJ,研究型、现实型
258,公共艺术,本科,设计学类,开设院校,20853,ISFJ/ISFP,艺术型
259,药物分析,本科,药学类,开设院校,20851,INTJ/ISFJ,研究型
260,休闲农业,专科（高职）,农业类,开设院校,20845,INTJ/ISTP/ESFP,现实型、研究型
261,宝玉石鉴定与加工,专科（高职）,资源勘查类,开设院校,20844,ISTP,
262,建筑动画与模型制作,专科（高职）,建筑设计类,开设院校,20840,INTP/ISFP,现实型
263,海洋资源开发技术,本科,海洋工程类,开设院校,20840,INTJ/ISTJ/ESFJ/ENFP,研究型、现实型
265,资源循环科学与工程,本科,化工与制药类,开设院校,20839,INTJ,研究型
264,导航工程,本科,测绘类,开设院校,20839,ISTJ/INTJ,研究型
266,铁道通信与信息化技术,专科（高职）,铁道运输类,开设院校,20837,ISTP,
267,道路桥梁工程技术,专科（高职）,道路运输类,开设院校,20836,ISTJ/ISTP/INTP,
268,质量管理工程,本科,工业工程类,开设院校,20832,ISTJ/INTP,研究型
270,游戏设计,专科（高职）,艺术设计类,开设院校,20830,ISFP,艺术型
269,装甲车辆工程,本科,兵器类,开设院校,20830,ISTP/INTP,
271,风力发电工程技术,专科（高职）,新能源发电工程类,开设院校,20824,INTJ/ISTP/INTP/ENTJ,研究型
272,飞行器适航技术,本科,航空航天类,开设院校,20824,ISTP/INTP,
273,高速铁道工程技术,专科（高职）,铁道运输类,开设院校,20823,ISTP,
275,中药制药,本科,中药学类,开设院校,20821,ISFJ/ESFJ,研究型
274,全球健康学,本科,公共卫生与预防医学类,开设院校,20821,ISFJ/ISFP,研究型
276,铁道供电技术,专科（高职）,铁道运输类,开设院校,20819,ISTP,
277,智能交通技术运用,专科（高职）,道路运输类,开设院校,20816,ISTJ/ISTP/INTP,
278,水利水电工程技术,专科（高职）,水利工程与管理类,开设院校,20813,ISTJ/ISTP/ESFJ,研究型、管理型
279,食品营养与卫生,专科（高职）,食品工业类,开设院校,20811,ESFJ/ESTP,研究型
280,武器发射工程,本科,兵器类,开设院校,20808,ISTP/INTP,
281,健康管理,专科（高职）,健康管理与促进类,开设院校,20805,ESFJ/ISFJ,研究型
283,船舶电子电气工程,本科,交通运输类,开设院校,20800,ISTJ/ISTP/INTP,
284,环保设备工程,本科,环境科学与工程类,开设院校,20800,INTJ/ENTJ,研究型、现实型
282,烹调工艺与营养,专科（高职）,餐饮类,开设院校,20800,ESTP/ESFP,研究型
285,嵌入式技术与应用,专科（高职）,计算机类,开设院校,20799,INTP/INTJ,研究型
286,特种能源技术与工程,本科,兵器类,开设院校,20796,ISTP/INTP,
287,建筑智能化工程技术,专科（高职）,建筑设备类,开设院校,20795,ISTP/INTP/INTJ,
288,地下与隧道工程技术,专科（高职）,土建施工类,开设院校,20794,ISTJ/INTP,研究型
290,产品艺术设计,专科（高职）,艺术设计类,开设院校,20793,ISFP,艺术型
289,动车组检修技术,专科（高职）,铁道运输类,开设院校,20793,ISTP,
291,标准化工程,本科,工业工程类,开设院校,20792,ISTJ/INTP,研究型
292,药品生产技术,专科（高职）,药品制造类,开设院校,20791,INTJ/ISFJ,研究型
293,生态农业技术,专科（高职）,农业类,开设院校,20788,INTJ/ISTP/ESFP,现实型、研究型
294,光电技术应用,专科（高职）,电子信息类,开设院校,20786,ISTP/INTP,
295,城市轨道交通通信信号技术,专科（高职）,城市轨道交通类,开设院校,20779,INTP,现实型
296,摄影与摄像艺术,专科（高职）,艺术设计类,开设院校,20776,ISFP,艺术型
297,媒体营销,专科（高职）,广播影视类,开设院校,20776,INFJ/ISFP/ESFP,艺术型
298,声像工程技术,专科（高职）,电子信息类,开设院校,20775,ISTP/INTP,
299,中医康复技术,专科（高职）,康复治疗类,开设院校,20774,ESTJ/ISFJ,研究型
300,农业生物技术,专科（高职）,生物技术类,开设院校,20773,INTJ,研究型
301,地理国情监测,本科,测绘类,开设院校,20773,ISTJ/INTJ,研究型
303,工艺美术品设计,专科（高职）,艺术设计类,开设院校,20771,ISFP,艺术型
302,化妆品技术,专科（高职）,轻化工类,开设院校,20771,ISTP,
304,电子电路设计与工艺,专科（高职）,电子信息类,开设院校,20770,ISTP/INTP,
305,电波传播与天线,本科,电子信息类,开设院校,20770,ISTP/INTP,
306,网络舆情监测,专科（高职）,公共管理类,开设院校,20769,ENTJ/ISFJ,管理型
307,农业电气化,本科,农业工程类,开设院校,20768,ISTJ/INTJ/ISTP/INTP,研究型
308,电子制造技术与设备,专科（高职）,电子信息类,开设院校,20768,ISTP/INTP,
309,铁道机械化维修技术,专科（高职）,铁道运输类,开设院校,20767,ISTP,
310,智能监控技术应用,专科（高职）,电子信息类,开设院校,20766,ISTP/INTP,
312,统计与会计核算,专科（高职）,统计类,开设院校,20764,INTJ,研究型
313,海洋油气工程,本科,矿业类,开设院校,20764,INTJ/ISTJ,研究型
311,安全技术与管理,专科（高职）,安全类,开设院校,20764,ISFJ/ESTP,管理型、社会型
314,高分子合成技术,专科（高职）,化工技术类,开设院校,20763,INTJ/ENTJ,研究型、现实型
316,采购管理,本科,物流管理与工程类,开设院校,20762,ESTP,管理型
315,辐射防护与核安全,本科,核工程类,开设院校,20762,INTJ/ISTP,研究型
317,会计信息管理,专科（高职）,财务会计类,开设院校,20760,ISTJ,管理型
318,数字媒体设备管理,专科（高职）,新闻出版类,开设院校,20759,ESFP/ENFP,艺术型
319,心理健康教育,专科（高职）,教育类,开设院校,20759,ENFP/ENFJ,社会型
320,食品检测技术,专科（高职）,食品工业类,开设院校,20757,ESFJ/ESTP,研究型
321,乳品工程,本科,食品科学与工程类,开设院校,20756,ESFJ/ESTP,研究型
322,城市轨道交通机电技术,专科（高职）,城市轨道交通类,开设院校,20756,INTP,现实型
323,中国画,本科,美术学类,开设院校,20755,INTJ/INFP,艺术型
324,听力与言语康复学,本科,医学技术类,开设院校,20754,ESFJ/ISFJ,研究型
325,设施农业与装备,专科（高职）,农业类,开设院校,20753,INTJ/ISTP/ESFP,现实型、研究型
326,绿色食品生产与检验,专科（高职）,农业类,开设院校,20753,INTJ/ISTP/ESFP,现实型、研究型
327,农村经营管理,专科（高职）,农业类,开设院校,20753,INTJ/ISTP/ESFP/ESTP,研究型、管理型
329,飞机机电设备维修,专科（高职）,航空运输类,开设院校,20753,ISTP/INTP,
328,汽车运用与维修技术,专科（高职）,道路运输类,开设院校,20753,ISTJ/ISTP/INTP,
330,数字展示技术,专科（高职）,计算机类,开设院校,20751,INTP/INTJ,研究型
331,飞行器质量与可靠性,本科,航空航天类,开设院校,20751,ISTP/INTP,
332,电力系统继电保护与自动化技术,专科（高职）,电力技术类,开设院校,20750,ISTP/INTJ,
333,药品质量与安全,专科（高职）,药品制造类,开设院校,20749,INTJ/ISFJ,研究型
334,婚庆服务与管理,专科（高职）,公共服务类,开设院校,20749,ESFJ,管理型
335,高分子材料工程技术,专科（高职）,非金属材料类,开设院校,20747,ISTP,
